Code	Rank	Material1	Count	Material2	Count	Material3	Count
RR01	9	13	6	30054	3	30034	5
RR01	10	13	10	30125	4	30084	3
RR01	11	13	5	30044	3	30023	1
RR01	12	13	6	30064	2	30044	5
RR01	13	13	10	30135	4	30074	5
RR01	20	3000	2	31084	3		
RR01	21	3000	2	3002	20	30044	4
RR01	22	3000	2	3001	8	31044	5
R137	0	22	4	30012	6	30052	3
R137	1	24	3	30074	9	30083	13
R137	2	11	4				
R137	3	11	4	30011	10		
R137	4	12	6	30022	3		
R137	5	12	6	30032	5		
R137	6	12	6	30103	3		
R137	7	13	6	30013	4	30063	2
R137	8	13	5	30024	3	30103	3
R137	9	13	6	30044	3	30024	5
R137	10	13	10	30135	4	30044	3
R137	11	13	5	30034	3	30013	4
R137	12	13	6	30054	3	30034	5
R137	13	13	10	30115	4	30084	4
R137	20	3000	2	30034	3		
R137	21	3000	2	3002	20	31054	4
R137	22	3000	2	3001	8	31024	5
LT01	0	25	4	30022	5	30062	2
LT01	1	27	3	30084	8	30093	9
LT01	2	11	4				
LT01	3	11	4	30021	7		
LT01	4	12	6	30032	3		
LT01	5	12	6	30042	4		
LT01	6	12	6	30013	5		
LT01	7	13	6	30023	3	30043	3
LT01	8	13	5	30044	3	30023	1
LT01	9	13	6	30064	2	30044	5
LT01	10	13	10	30125	4	30094	4
LT01	11	13	5	30054	3	30033	3
LT01	12	13	6	30074	3	30054	5
LT01	13	13	10	30135	4	30064	3
LT01	17	3000	2	31074	3		
LT01	18	3000	2	3002	20	31014	4
LT01	19	3000	2	3001	8	30094	5
R132	0	31	4	30062	3	30012	4
R132	1	33	3	30064	5	30073	18
R132	2	11	4				
R132	3	11	4	30061	4		
R132	4	12	6	30012	4		
R132	5	12	6	30022	5		
R132	6	12	6	30093	3		
R132	7	13	6	30103	2	30033	3
R132	8	13	5	30104	3	30083	2
R132	9	13	6	30024	3	30104	5
R132	10	13	10	30115	4	30074	5
R132	11	13	5	30014	3	30093	4
R132	12	13	6	30034	3	30014	6
R132	13	13	10	30125	4	30034	4
R132	17	3000	2	30084	3		
R132	18	3000	2	3002	20	30044	4
R132	19	3000	2	3001	8	30054	5
LM12	0	43	4	30042	4	30022	3
LM12	1	45	3	30104	7	30013	16
LM12	2	11	4				
LM12	3	11	4	30041	5		
LM12	4	12	6	30052	3		
LM12	5	12	6	30062	3		
LM12	6	12	6	30033	5		
LM12	7	13	6	30043	2	30093	3
LM12	8	13	5	30054	3	30033	3
LM12	9	13	6	30074	3	30054	5
LM12	10	13	10	30135	4	30064	3
LM12	11	13	5	30064	2	30043	3
LM12	12	13	6	30084	3	30064	4
LM12	13	13	10	30115	4	30034	4
LM12	17	3000	2	31014	3		
LM12	18	3000	2	3002	20	30064	4
LM12	19	3000	2	3001	8	30014	5
LM15	0	34	4	30032	5	30012	4
LM15	1	36	3	30094	7	30103	11
LM15	2	11	4				
LM15	3	11	4	30031	7		
LM15	4	12	6	30042	3		
LM15	5	12	6	30052	4		
LM15	6	12	6	30023	5		
LM15	7	13	6	30033	3	30083	3
LM15	8	13	5	30034	3	30013	4
LM15	9	13	6	30054	3	30034	5
LM15	10	13	10	30115	4	30084	4
LM15	11	13	5	30044	3	30023	1
LM15	12	13	6	30064	2	30044	5
LM15	13	13	10	30125	4	30094	4
LM15	17	3000	2	30044	3		
LM15	18	3000	2	3002	20	30074	4
LM15	19	3000	2	3001	8	30094	5
HT03	0	37	4	30052	4	30032	3
HT03	1	39	3	30014	9	30083	12
HT03	2	11	4				
HT03	3	11	4	30051	5		
HT03	4	12	6	30062	2		
HT03	5	12	6	30012	8		
HT03	6	12	6	30043	4		
HT03	7	13	6	30053	2	30073	4
HT03	8	13	5	30074	3	30053	5
HT03	9	13	6	30094	3	30074	6
HT03	10	13	10	30125	4	30054	3
HT03	11	13	5	30084	3	30063	2
HT03	12	13	6	30104	3	30084	5
HT03	13	13	10	30135	4	30024	4
HT03	20	3000	2	30024	3		
HT03	21	3000	2	3002	20	31034	4
HT03	22	3000	2	3001	8	30094	5
SR27	0	22	4	30062	4	30042	4
SR27	1	24	3	30024	7	30093	13
SR27	2	11	4				
SR27	3	11	4	30061	4		
SR27	4	12	6	30012	4		
SR27	5	12	6	30022	5		
SR27	6	12	6	30053	4		
SR27	7	13	6	30063	2	30023	3
SR27	8	13	5	30094	3	30073	4
SR27	9	13	6	30014	3	30094	6
SR27	10	13	10	30125	4	30104	3
SR27	11	13	5	30104	3	30083	2
SR27	12	13	6	30024	3	30104	5
SR27	13	13	10	30115	4	30024	4
SR27	17	3000	2	31034	3		
SR27	18	3000	2	3002	20	30084	4
SR27	19	3000	2	3001	8	31024	5
R110	0	25	4	30012	7	30042	3
R110	1	27	3	30044	7	30063	9
R110	2	11	4				
R110	3	11	4	30011	10		
R110	4	12	6	30022	3		
R110	5	12	6	30032	5		
R110	6	12	6	30063	3		
R110	7	13	6	30083	2	30103	3
R110	8	13	5	30064	2	30043	3
R110	9	13	6	30084	3	30064	4
R110	10	13	10	30125	4	30014	4
R110	11	13	5	30074	3	30053	5
R110	12	13	6	30094	3	30074	6
R110	13	13	10	30115	4	30064	3
R110	20	3000	2	30094	3		
R110	21	3000	2	3002	20	30024	4
R110	22	3000	2	3001	8	31024	5
LM16	0	43	4	30022	4	30052	3
LM16	1	45	3	31014	8	30043	15
LM16	2	11	4				
LM16	3	11	4	30021	7		
LM16	4	12	6	30032	3		
LM16	5	12	6	30042	4		
LM16	6	12	6	30073	4		
LM16	7	13	6	31013	3	30043	2
LM16	8	13	5	30084	3	30063	2
LM16	9	13	6	30104	3	30084	5
LM16	10	13	10	30135	4	31014	4
LM16	11	13	5	30094	3	30073	4
LM16	12	13	6	31024	3	30104	5
LM16	13	13	10	30125	4	30054	3
LM16	17	3000	2	31034	3		
LM16	18	3000	2	3002	20	31044	4
LM16	19	3000	2	3001	8	31054	5
LM19	0	34	4	30032	5	30062	2
LM19	1	36	3	31024	7	30053	15
LM19	2	11	4				
LM19	3	11	4	30031	7		
LM19	4	12	6	30042	3		
LM19	5	12	6	30052	4		
LM19	6	12	6	30093	3		
LM19	7	13	6	31023	3	30083	3
LM19	8	13	5	30104	3	30083	2
LM19	9	13	6	31014	3	30014	7
LM19	10	13	10	30115	4	30064	3
LM19	11	13	5	31024	3	30103	3
LM19	12	13	6	30044	3	31024	5
LM19	13	13	10	30125	4	31024	4
LM19	20	3000	2	30064	3		
LM19	21	3000	2	3002	20	30034	4
LM19	22	3000	2	3001	8	30024	5
YD05	0	28	4	30062	3	30032	3
YD05	1	30	3	30104	7	31013	13
YD05	2	11	4				
YD05	3	11	4	30061	4		
YD05	4	12	6	30012	4		
YD05	5	12	6	30022	5		
YD05	6	12	6	31013	4		
YD05	7	13	6	30063	2	31013	3
YD05	8	13	5	30064	2	30043	3
YD05	9	13	6	30064	2	30044	5
YD05	10	13	10	30125	4	30044	3
YD05	11	13	5	30074	3	30053	5
YD05	12	13	6	30074	3	30054	5
YD05	13	13	10	30115	4	30104	4
YD05	17	3000	2	31024	3		
YD05	18	3000	2	3002	20	30064	4
YD05	19	3000	2	3001	8	31044	5
R138	0	22	4	30042	4	30012	3
R138	1	24	3	30084	8	30103	8
R138	2	11	4				
R138	3	11	4	30041	5		
R138	4	12	6	30052	3		
R138	5	12	6	30062	3		
R138	6	12	6	30083	4		
R138	7	13	6	30073	3	30053	3
R138	8	13	5	31014	3	30013	6
R138	9	13	6	30084	3	30064	4
R138	10	13	10	30125	4	31014	4
R138	11	13	5	30044	3	31023	1
R138	12	13	6	30014	3	30094	6
R138	13	13	10	30135	4	30054	4
R138	17	3000	2	31044	3		
R138	18	3000	2	3002	20	30084	4
R138	19	3000	2	3001	8	31054	5
R158	0	25	4	30052	4	30022	2
R158	1	27	3	30094	8	30013	18
R158	2	11	4				
R158	3	11	4	30051	5		
R158	4	12	6	30062	2		
R158	5	12	6	30012	8		
R158	6	12	6	30103	3		
R158	7	13	6	30093	2	30013	4
R158	8	13	5	30054	3	31013	2
R158	9	13	6	30104	3	30084	5
R158	10	13	10	30135	4	31024	4
R158	11	13	5	30014	3	30093	4
R158	12	13	6	30094	3	30074	6
R158	13	13	10	30125	4	30084	3
R158	17	3000	2	30074	3		
R158	18	3000	2	3002	20	30014	4
R158	19	3000	2	3001	8	30054	5
R148	0	40	4	30022	5	30012	3
R148	1	42	3	30014	8	31023	17
R148	2	11	4				
R148	3	11	4	30021	7		
R148	4	12	6	30032	3		
R148	5	12	6	30042	4		
R148	6	12	6	30053	4		
R148	7	13	6	30083	2	30103	3
R148	8	13	5	30104	3	30083	2
R148	9	13	6	30074	3	30054	5
R148	10	13	10	30125	4	31024	4
R148	11	13	5	30014	3	30093	4
R148	12	13	6	30084	3	30064	4
R148	13	13	10	30135	4	31014	4
R148	17	3000	2	30054	3		
R148	18	3000	2	3002	20	31054	4
R148	19	3000	2	3001	8	31034	5
R126	0	22	4	30012	7	30062	2
R126	1	24	3	31014	9	30043	13
R126	2	11	4				
R126	3	11	4	30011	10		
R126	4	12	6	30022	3		
R126	5	12	6	30032	5		
R126	6	12	6	31023	4		
R126	7	13	6	30073	3	30053	3
R126	8	13	5	31024	3	30103	3
R126	9	13	6	30094	3	30074	6
R126	10	13	10	30115	4	31014	5
R126	11	13	5	30054	3	31013	2
R126	12	13	6	30104	3	30084	5
R126	13	13	10	30115	4	31024	4
R126	20	3000	2	30054	3		
R126	21	3000	2	3002	20	30084	4
R126	22	3000	2	3001	8	31064	5
R131	0	37	4	30032	4	30022	3
R131	1	39	3	31024	7	30053	16
R131	2	11	4				
R131	3	11	4	30031	7		
R131	4	12	6	30042	3		
R131	5	12	6	30052	4		
R131	6	12	6	30063	3		
R131	7	13	6	30093	2	30013	4
R131	8	13	5	31014	3	30013	6
R131	9	13	6	31024	3	30104	5
R131	10	13	10	30135	4	30054	4
R131	11	13	5	30064	2	30043	3
R131	12	13	6	30054	3	31014	6
R131	13	13	10	30115	4	30094	4
R131	17	3000	2	31014	3		
R131	18	3000	2	3002	20	30094	4
R131	19	3000	2	3001	8	31034	5
RB05	0	34	4	30052	4	30042	3
RB05	1	36	3	30064	6	30083	10
RB05	2	11	4				
RB05	3	11	4	30051	5		
RB05	4	12	6	30062	2		
RB05	5	12	6	30012	8		
RB05	6	12	6	30083	4		
RB05	7	13	6	30013	4	30063	2
RB05	8	13	5	30064	2	30043	3
RB05	9	13	6	31014	3	30014	7
RB05	10	13	10	30115	4	30104	4
RB05	11	13	5	30084	3	30063	2
RB05	12	13	6	30054	3	31014	6
RB05	13	13	10	30135	4	30044	3
R129	0	40	4	30062	3	30052	2
R129	1	42	3	30074	8	30093	12
R129	2	11	4				
R129	3	11	4	30061	4		
R129	4	12	6	30012	4		
R129	5	12	6	30022	5		
R129	6	12	6	30093	3		
R129	7	13	6	31013	3	30043	2
R129	8	13	5	30054	3	31013	2
R129	9	13	6	31024	3	30104	5
R129	10	13	10	30135	4	30074	5
R129	11	13	5	30074	3	30053	5
R129	12	13	6	30044	3	31024	5
R129	13	13	10	30135	4	30014	5
R129	17	3000	2	30034	3		
R129	18	3000	2	3002	20	30074	4
R129	19	3000	2	3001	8	31014	5
US11	0	28	4	30012	6	30032	3
US11	1	30	3	30014	10	31023	10
US11	2	11	4				
US11	3	11	4	30011	10		
US11	4	12	6	30022	3		
US11	5	12	6	30032	5		
US11	6	12	6	30103	3		
US11	7	13	6	31023	3	30083	3
US11	8	13	5	30044	3	31023	1
US11	9	13	6	30014	3	30094	6
US11	10	13	10	30125	4	30084	3
US11	11	13	5	30064	2	30043	3
US11	12	13	6	30074	3	30054	5
US11	13	13	10	30115	4	30104	4
US11	17	3000	2	30054	3		
US11	18	3000	2	3002	20	30084	4
US11	19	3000	2	3001	8	30094	5
RB03	0	28	4	30042	4	30032	3
RB03	1	30	3	30054	7	30073	15
RB03	2	11	4				
RB03	3	11	4	30041	5		
RB03	4	12	6	30052	3		
RB03	5	12	6	30062	3		
RB03	6	12	6	30073	4		
RB03	7	13	6	30103	3	31023	2
RB03	8	13	5	30074	3	30053	5
RB03	9	13	6	30044	3	31024	5
RB03	10	13	10	30135	4	30014	5
RB03	11	13	5	30094	3	30073	4
RB03	12	13	6	30064	2	30044	5
RB03	13	13	10	30115	4	30074	5
RB03	17	3000	2	30104	3		
RB03	18	3000	2	3002	20	30054	4
RB03	19	3000	2	3001	8	31014	5
RB04	0	22	4	30022	4	30042	3
RB04	1	24	3	30044	6	31013	12
RB04	2	11	4				
RB04	3	11	4	30021	7		
RB04	4	12	6	30032	3		
RB04	5	12	6	30042	4		
RB04	6	12	6	30013	5		
RB04	7	13	6	30043	2	30093	3
RB04	8	13	5	30084	3	30063	2
RB04	9	13	6	30054	3	31014	6
RB04	10	13	10	30115	4	30074	5
RB04	11	13	5	30104	3	30083	2
RB04	12	13	6	30074	3	30054	5
RB04	13	13	10	30115	4	30084	4
RB04	17	3000	2	30034	3		
RB04	18	3000	2	3002	20	30054	4
RB04	19	3000	2	3001	8	30044	5
R133	0	31	4	30032	5	30052	2
R133	1	33	3	30054	8	30063	8
R133	2	11	4				
R133	3	11	4	30031	7		
R133	4	12	6	30042	3		
R133	5	12	6	30052	4		
R133	6	12	6	31013	4		
R133	7	13	6	30053	2	30073	4
R133	8	13	5	30094	3	30073	4
R133	9	13	6	30064	2	30044	5
R133	10	13	10	30125	4	30094	4
R133	11	13	5	30014	3	30093	4
R133	12	13	6	30084	3	30064	4
R133	13	13	10	30125	4	30054	3
R133	20	3000	2	30074	3		
R133	21	3000	2	3002	20	30094	4
R133	22	3000	2	3001	8	31014	5
R147	0	28	4	30042	4	30062	2
R147	1	30	3	30064	5	30073	18
R147	2	11	4				
R147	3	11	4	30041	5		
R147	4	12	6	30052	3		
R147	5	12	6	30062	3		
R147	6	12	6	31023	4		
R147	7	13	6	30063	2	31013	3
R147	8	13	5	30104	3	30083	2
R147	9	13	6	30074	3	30054	5
R147	10	13	10	30115	4	30084	4
R147	11	13	5	31014	3	30013	6
R147	12	13	6	30094	3	30074	6
R147	13	13	10	30135	4	30064	3
R147	17	3000	2	31044	3		
R147	18	3000	2	3002	20	30084	4
R147	19	3000	2	3001	8	31054	5
SR26	0	37	4	30062	3	30022	3
SR26	1	39	3	30084	7	30093	13
SR26	2	11	4				
SR26	3	11	4	30061	4		
SR26	4	12	6	30012	4		
SR26	5	12	6	30022	5		
SR26	6	12	6	30053	4		
SR26	7	13	6	30083	2	30103	3
SR26	8	13	5	31014	3	30013	6
SR26	9	13	6	30084	3	30064	4
SR26	10	13	10	30135	4	30044	3
SR26	11	13	5	30044	3	31023	1
SR26	12	13	6	30104	3	30084	5
SR26	13	13	10	30125	4	30094	4
SR26	20	3000	2	31014	3		
SR26	21	3000	2	3002	20	30034	4
SR26	22	3000	2	3001	8	30094	5
R162	0	40	4	30052	4	30012	4
R162	1	42	3	30074	9	30083	12
R162	2	11	4				
R162	3	11	4	30051	5		
R162	4	12	6	30062	2		
R162	5	12	6	30012	8		
R162	6	12	6	30043	4		
R162	7	13	6	30073	3	30053	3
R162	8	13	5	30014	3	30093	4
R162	9	13	6	30094	3	30074	6
R162	10	13	10	30135	4	30064	3
R162	11	13	5	31024	3	30103	3
R162	12	13	6	30014	3	30094	6
R162	13	13	10	30135	4	31014	4
R162	17	3000	2	30014	3		
R162	18	3000	2	3002	20	30024	4
R162	19	3000	2	3001	8	30064	5
II04	0	25	4	30012	8	30022	2
II04	1	27	3	30094	8	30103	8
II04	2	11	4				
II04	3	11	4	30011	10		
II04	4	12	6	30022	3		
II04	5	12	6	30032	5		
II04	6	12	6	30063	3		
II04	7	13	6	30093	2	30013	4
II04	8	13	5	31024	3	30103	3
II04	9	13	6	30094	3	30074	6
II04	10	13	10	30125	4	30054	3
II04	11	13	5	30054	3	31013	2
II04	12	13	6	30014	3	30094	6
II04	13	13	10	30115	4	31024	4
II04	17	3000	2	30064	3		
II04	18	3000	2	3002	20	31024	4
II04	19	3000	2	3001	8	30034	5
SG05	0	28	4	30022	4	30032	3
SG05	1	30	3	30104	8	30013	14
SG05	2	11	4				
SG05	3	11	4	30061	4		
SG05	4	12	6	30052	3		
SG05	5	12	6	30042	4		
SG05	6	12	6	30103	3		
SG05	7	13	6	30063	2	31013	3
SG05	8	13	5	31014	3	30013	6
SG05	9	13	6	30084	3	30064	4
SG05	10	13	10	30125	4	30104	3
SG05	11	13	5	30044	3	31023	1
SG05	12	13	6	30064	2	30044	5
SG05	13	13	10	30135	4	30064	3
SG05	20	3000	2	30064	3		
SG05	21	3000	2	3002	20	31024	4
SG05	22	3000	2	3001	8	30034	5
SG06	0	22	4	30032	5	30042	3
SG06	1	24	3	30014	8	30093	15
SG06	2	11	4				
SG06	3	11	4	30051	5		
SG06	4	12	6	30042	3		
SG06	5	12	6	30052	4		
SG06	6	12	6	30093	3		
SG06	7	13	6	30053	2	30073	4
SG06	8	13	5	30014	3	30093	4
SG06	9	13	6	30054	3	31014	6
SG06	10	13	10	30125	4	30054	3
SG06	11	13	5	31024	3	30103	3
SG06	12	13	6	30074	3	30054	5
SG06	13	13	10	30125	4	30094	4
SG06	20	3000	2	30054	3		
SG06	21	3000	2	3002	20	31014	4
SG06	22	3000	2	3001	8	30034	5
VC08	0	28	4	30052	4	30062	2
VC08	1	30	3	31024	9	30013	14
VC08	2	11	4				
VC08	3	11	4	30021	7		
VC08	4	12	6	30012	4		
VC08	5	12	6	30022	5		
VC08	6	12	6	30063	3		
VC08	7	13	6	31013	3	30043	2
VC08	8	13	5	30084	3	30063	2
VC08	9	13	6	31014	3	30014	7
VC08	10	13	10	30115	4	30084	4
VC08	11	13	5	30104	3	30083	2
VC08	12	13	6	30044	3	31024	5
VC08	13	13	10	30115	4	30074	5
VC08	17	3000	2	31034	3		
VC08	18	3000	2	3002	20	30014	4
VC08	19	3000	2	3001	8	30084	5
RB07	0	25	4	30042	4	30052	2
RB07	1	27	3	31014	9	30103	9
RB07	2	11	4				
RB07	3	11	4	30011	10		
RB07	4	12	6	30062	2		
RB07	5	12	6	30032	5		
RB07	6	12	6	30053	4		
RB07	7	13	6	30013	4	30063	2
RB07	8	13	5	30074	3	30053	5
RB07	9	13	6	30014	3	30094	6
RB07	10	13	10	30135	4	30044	3
RB07	11	13	5	30094	3	30073	4
RB07	12	13	6	31024	3	30104	5
RB07	13	13	10	30135	4	30014	5
RB07	20	3000	2	30084	3		
RB07	21	3000	2	3002	20	31014	4
RB07	22	3000	2	3001	8	30064	5
SR28	0	25	4	30062	3	30012	4
SR28	1	27	3	30044	7	31023	10
SR28	2	11	4				
SR28	3	11	4	30031	7		
SR28	4	12	6	30022	3		
SR28	5	12	6	30012	8		
SR28	6	12	6	30073	4		
SR28	7	13	6	31023	3	30083	3
SR28	8	13	5	30094	3	30073	4
SR28	9	13	6	31024	3	30104	5
SR28	10	13	10	30125	4	30094	4
SR28	11	13	5	30014	3	30093	4
SR28	12	13	6	30054	3	31014	6
SR28	13	13	10	30135	4	30044	3
SR28	17	3000	2	31044	3		
SR28	18	3000	2	3002	20	31054	4
SR28	19	3000	2	3001	8	30064	5
KZ07	0	22	4	30012	6	30052	3
KZ07	1	24	3	30054	7	31013	12
KZ07	2	11	4				
KZ07	3	11	4	30041	5		
KZ07	4	12	6	30032	3		
KZ07	5	12	6	30062	3		
KZ07	6	12	6	30083	4		
KZ07	7	13	6	30043	2	30093	3
KZ07	8	13	5	30104	3	30083	2
KZ07	9	13	6	30044	3	31024	5
KZ07	10	13	10	30135	4	30064	3
KZ07	11	13	5	31014	3	30013	6
KZ07	12	13	6	30064	2	30044	5
KZ07	13	13	10	30115	4	30084	4
KZ07	17	3000	2	30034	3		
KZ07	18	3000	2	3002	20	30054	4
KZ07	19	3000	2	3001	8	30044	5
R163	0	31	4	30012	8	30022	2
R163	1	33	3	30014	9	31033	13
R163	2	11	4				
R163	3	11	4	30021	7		
R163	4	12	6	30032	3		
R163	5	12	6	30042	4		
R163	6	12	6	30053	4		
R163	7	13	6	30063	2	31013	3
R163	8	13	5	30084	3	30063	2
R163	9	13	6	30014	3	30094	6
R163	10	13	10	30125	4	31034	3
R163	11	13	5	30094	3	30073	4
R163	12	13	6	31014	3	30014	7
R163	13	13	10	30115	4	31024	4
R163	17	3000	2	30014	3		
R163	18	3000	2	3002	20	30054	4
R163	19	3000	2	3001	8	30074	5
CB06	0	43	4	30022	4	30032	3
CB06	1	45	3	31014	8	30043	15
CB06	2	11	4				
CB06	3	11	4	30031	7		
CB06	4	12	6	30042	3		
CB06	5	12	6	30052	4		
CB06	6	12	6	30063	3		
CB06	7	13	6	30073	3	30053	3
CB06	8	13	5	30014	3	30093	4
CB06	9	13	6	31024	3	30104	5
CB06	10	13	10	30135	4	31014	4
CB06	11	13	5	31014	3	30013	6
CB06	12	13	6	30044	3	31024	5
CB06	13	13	10	30145	4	30014	3
CB06	20	3000	2	30094	3		
CB06	21	3000	2	3002	20	30044	4
CB06	22	3000	2	3001	8	30074	5
CB08	0	43	4	30032	5	30042	3
CB08	1	45	3	31024	8	30053	11
CB08	2	11	4				
CB08	3	11	4	30041	5		
CB08	4	12	6	30052	3		
CB08	5	12	6	30062	3		
CB08	6	12	6	30073	4		
CB08	7	13	6	30083	2	30103	3
CB08	8	13	5	31034	3	31013	1
CB08	9	13	6	30054	3	30044	5
CB08	10	13	10	30125	4	30064	3
CB08	11	13	5	30104	3	30083	2
CB08	12	13	6	30064	2	31014	6
CB08	13	13	10	30115	4	30044	4
CB08	20	3000	2	30014	3		
CB08	21	3000	2	3002	20	30094	4
CB08	22	3000	2	3001	8	31014	5
VC12	0	28	4	30042	4	30052	2
VC12	1	30	3	30044	6	30063	11
VC12	2	11	4				
VC12	3	11	4	30051	5		
VC12	4	12	6	30062	2		
VC12	5	12	6	30012	8		
VC12	6	12	6	30083	4		
VC12	7	13	6	30093	2	30013	4
VC12	8	13	5	31024	3	30054	4
VC12	9	13	6	30074	3	30103	4
VC12	10	13	10	30135	4	30054	5
VC12	11	13	5	30044	3	31023	1
VC12	12	13	6	30084	3	30064	4
VC12	13	13	10	30145	4	30094	3
VC12	17	3000	2	30044	3		
VC12	18	3000	2	3002	20	31054	4
VC12	19	3000	2	3001	8	30104	5
SG08	0	31	4	30052	4	30062	2
SG08	1	33	3	30054	7	30073	15
SG08	2	11	4				
SG08	3	11	4	30061	4		
SG08	4	12	6	30012	4		
SG08	5	12	6	30022	5		
SG08	6	12	6	30093	3		
SG08	7	13	6	30103	3	31023	2
SG08	8	13	5	30054	3	31013	2
SG08	9	13	6	30094	3	30074	6
SG08	10	13	10	30125	4	30084	3
SG08	11	13	5	30064	2	30043	3
SG08	12	13	6	30104	3	30084	5
SG08	13	13	10	30115	4	30074	5
SG08	17	3000	2	30064	3		
SG08	18	3000	2	3002	20	31054	4
SG08	19	3000	2	3001	8	31044	5
RF01	0	28	4	30012	6	30052	3
RF01	1	30	3	30074	8	30093	13
RF01	2	11	4				
RF01	3	11	4	30021	7		
RF01	4	12	6	30032	3		
RF01	5	12	6	30042	4		
RF01	6	12	6	31033	4		
RF01	7	13	6	30013	4	30063	2
RF01	8	13	5	30074	3	30053	5
RF01	9	13	6	31034	3	31014	5
RF01	10	13	10	30135	4	30104	4
RF01	11	13	5	30084	3	30063	2
RF01	12	13	6	30014	3	30094	6
RF01	13	13	10	30145	4	30064	3
RF01	17	3000	2	30084	3		
RF01	18	3000	2	3002	20	30104	4
RF01	19	3000	2	3001	8	30014	5
YD11	0	43	4	30062	3	30012	4
YD11	1	45	3	30064	6	30083	10
YD11	2	11	4				
YD11	3	11	4	30011	10		
YD11	4	12	6	30022	3		
YD11	5	12	6	30032	5		
YD11	6	12	6	30103	3		
YD11	7	13	6	31033	3	31013	3
YD11	8	13	5	30094	3	30073	4
YD11	9	13	6	31014	3	30014	7
YD11	10	13	10	30125	4	31024	4
YD11	11	13	5	30014	3	30093	4
YD11	12	13	6	31024	3	30104	5
YD11	13	13	10	30115	4	31014	5
YD11	17	3000	2	30054	3		
YD11	18	3000	2	3002	20	31054	4
YD11	19	3000	2	3001	8	31034	5
RS03	0	43	4	30032	5	30012	4
RS03	1	45	3	30094	8	30013	17
RS03	2	11	4				
RS03	3	11	4	30031	7		
RS03	4	12	6	30042	3		
RS03	5	12	6	30052	4		
RS03	6	12	6	30013	5		
RS03	7	13	6	31013	3	30043	2
RS03	8	13	5	30044	3	31023	1
RS03	9	13	6	30084	3	30064	4
RS03	10	13	10	30135	4	30094	4
RS03	11	13	5	30054	3	31013	2
RS03	12	13	6	30094	3	30074	6
RS03	13	13	10	30145	4	30064	3
RS03	20	3000	2	31054	3		
RS03	21	3000	2	3002	20	30024	4
RS03	22	3000	2	3001	8	30044	5
RS02	0	34	4	30022	5	30062	2
RS02	1	36	3	30084	8	30103	8
RS02	2	11	4				
RS02	3	11	4	30051	5		
RS02	4	12	6	30062	2		
RS02	5	12	6	30012	8		
RS02	6	12	6	31023	4		
RS02	7	13	6	30043	2	30093	3
RS02	8	13	5	30104	3	30083	2
RS02	9	13	6	30064	2	30044	5
RS02	10	13	10	30125	4	31023	3
RS02	11	13	5	31024	3	30103	3
RS02	12	13	6	30074	3	30054	5
RS02	13	13	10	30115	4	30084	4
RS02	17	3000	2	31014	3		
RS02	18	3000	2	3002	20	30034	4
RS02	19	3000	2	3001	8	30094	5
RS04	0	22	4	30042	4	30022	3
RS04	1	24	3	30104	7	31013	12
RS04	2	11	4				
RS04	3	11	4	30041	5		
RS04	4	12	6	30052	3		
RS04	5	12	6	30062	3		
RS04	6	12	6	31013	4		
RS04	7	13	6	31023	3	30083	3
RS04	8	13	5	31014	3	30013	6
RS04	9	13	6	30044	3	31024	5
RS04	10	13	10	30135	4	30014	5
RS04	11	13	5	31034	3	31013	1
RS04	12	13	6	30054	3	31014	6
RS04	13	13	10	30145	4	30074	3
RS04	17	3000	2	31034	3		
RS04	18	3000	2	3002	20	30014	4
RS04	19	3000	2	3001	8	30084	5
VC11	0	25	4	30052	4	30032	3
VC11	1	27	3	31034	10	31023	10
VC11	2	11	4				
VC11	3	11	4	30061	4		
VC11	4	12	6	30012	4		
VC11	5	12	6	30022	5		
VC11	6	12	6	30043	4		
VC11	7	13	6	30053	2	30073	4
VC11	8	13	5	30064	2	30043	3
VC11	9	13	6	30104	3	30084	5
VC11	10	13	10	30125	4	30054	3
VC11	11	13	5	30074	3	30053	5
VC11	12	13	6	31034	3	31014	5
VC11	13	13	10	30115	4	30104	4
VC11	17	3000	2	31044	3		
VC11	18	3000	2	3002	20	30014	4
VC11	19	3000	2	3001	8	30104	5
R164	0	34	4	30062	4	30042	4
R164	1	36	3	30014	9	30043	14
R164	2	11	4				
R164	3	11	4	30011	10		
R164	4	12	6	30022	3		
R164	5	12	6	30032	5		
R164	6	12	6	30053	4		
R164	7	13	6	30063	2	31013	3
R164	8	13	5	30084	3	30063	2
R164	9	13	6	30014	3	30094	6
R164	10	13	10	30135	4	31034	3
R164	11	13	5	30094	3	30073	4
R164	12	13	6	31014	3	30014	7
R164	13	13	10	30145	4	31024	3
R164	20	3000	2	30054	3		
R164	21	3000	2	3002	20	31014	4
R164	22	3000	2	3001	8	30034	5
HK04	0	22	4	30012	7	30042	3
HK04	1	24	3	31014	8	30053	15
HK04	2	11	4				
HK04	3	11	4	30021	7		
HK04	4	12	6	30032	3		
HK04	5	12	6	30042	4		
HK04	6	12	6	30063	3		
HK04	7	13	6	30073	3	30053	3
HK04	8	13	5	30014	3	30093	4
HK04	9	13	6	31024	3	30104	5
HK04	10	13	10	30115	4	31014	5
HK04	11	13	5	31014	3	30013	6
HK04	12	13	6	30044	3	31024	5
HK04	13	13	10	30125	4	31034	3
HK04	17	3000	2	30014	3		
HK04	18	3000	2	3002	20	30024	4
